,,Year,Value,Symbol
Number of people undernourished (3-year average),Jamaica,2012,300.0,X
Number of people undernourished (3-year average),Jamaica,2017,300.0,X
Number of people undernourished (3-year average),Jamaica,2018,300.0,X
Prevalence of undernourishment (3-year average),Jamaica,1997,8.4,X
Total population with access to safe drinking-water (JMP),Jamaica,1997,93.4,X
Total population with access to safe drinking-water (JMP),Jamaica,2002,93.5,X
Total population with access to safe drinking-water (JMP),Jamaica,2007,93.7,X
Total population with access to safe drinking-water (JMP),Jamaica,2012,93.8,X
Total population with access to safe drinking-water (JMP),Jamaica,2017,93.8,I
Total population with access to safe drinking-water (JMP),Jamaica,2018,93.8,I
Prevalence of undernourishment (3-year average),Japan,2012,2.7,I
Prevalence of undernourishment (3-year average),Japan,2017,2.7,I
Prevalence of undernourishment (3-year average),Japan,2018,2.7,I
Total population with access to safe drinking-water (JMP),Japan,1997,100.0,X
Total population with access to safe drinking-water (JMP),Japan,2002,100.0,X
Total population with access to safe drinking-water (JMP),Japan,2007,100.0,X
Total population with access to safe drinking-water (JMP),Japan,2012,100.0,X
Total population with access to safe drinking-water (JMP),Japan,2017,100.0,I
Total population with access to safe drinking-water (JMP),Japan,2018,100.0,I
Number of people undernourished (3-year average),Jordan,1997,400.0,X
Number of people undernourished (3-year average),Jordan,2002,500.0,X
Number of people undernourished (3-year average),Jordan,2007,300.0,X
Number of people undernourished (3-year average),Jordan,2012,600.0,X
Number of people undernourished (3-year average),Jordan,2018,800.0,X
Prevalence of undernourishment (3-year average),Jordan,1997,8.4,X
Total population with access to safe drinking-water (JMP),Jordan,1997,96.7,X
Total population with access to safe drinking-water (JMP),Jordan,2002,96.8,X
Total population with access to safe drinking-water (JMP),Jordan,2007,96.9,X
Total population with access to safe drinking-water (JMP),Jordan,2012,96.9,X
Total population with access to safe drinking-water (JMP),Jordan,2017,96.9,I
Total population with access to safe drinking-water (JMP),Jordan,2018,96.9,I
Number of people undernourished (3-year average),Kazakhstan,2002,1000.0,X
Number of people undernourished (3-year average),Kazakhstan,2007,1000.0,X
Number of people undernourished (3-year average),Kazakhstan,2012,500.0,X
Prevalence of undernourishment (3-year average),Kazakhstan,2012,3.2,X
Total population with access to safe drinking-water (JMP),Kazakhstan,1997,93.9,X
Total population with access to safe drinking-water (JMP),Kazakhstan,2002,93.7,X
Total population with access to safe drinking-water (JMP),Kazakhstan,2007,93.4,X
Total population with access to safe drinking-water (JMP),Kazakhstan,2012,93.1,X
Total population with access to safe drinking-water (JMP),Kazakhstan,2017,92.9,I
Total population with access to safe drinking-water (JMP),Kazakhstan,2018,92.9,I
Population affected by water related disease,Kazakhstan,2002,3.22,I
Population affected by water related disease,Kazakhstan,2007,3.22,I
Population affected by water related disease,Kazakhstan,2012,3.22,I
Population affected by water related disease,Kazakhstan,2017,3.22,I
Population affected by water related disease,Kazakhstan,2018,3.22,I
Number of people undernourished (3-year average),Kenya,1997,9500.0,X
Number of people undernourished (3-year average),Kenya,2002,10600.0,X
Prevalence of undernourishment (3-year average),Kenya,1997,33.6,X
Total population with access to safe drinking-water (JMP),Kenya,1997,49.1,X
Total population with access to safe drinking-water (JMP),Kenya,2002,53.5,X
Total population with access to safe drinking-water (JMP),Kenya,2007,57.7,X
Total population with access to safe drinking-water (JMP),Kenya,2012,61.6,X
Total population with access to safe drinking-water (JMP),Kenya,2017,63.2,I
Total population with access to safe drinking-water (JMP),Kenya,2018,63.2,I
Prevalence of undernourishment (3-year average),Kiribati,1997,6.1,X
Prevalence of undernourishment (3-year average),Kiribati,2002,4.4,X
Total population with access to safe drinking-water (JMP),Kiribati,1997,55.4,X
Total population with access to safe drinking-water (JMP),Kiribati,2002,60.3,X
Total population with access to safe drinking-water (JMP),Kiribati,2007,63.5,X
Total population with access to safe drinking-water (JMP),Kiribati,2012,66.7,X
Total population with access to safe drinking-water (JMP),Kiribati,2017,66.9,I
Total population with access to safe drinking-water (JMP),Kiribati,2018,66.9,I
Number of people undernourished (3-year average),Kuwait,1997,195.2380952381,I
Number of people undernourished (3-year average),Kuwait,2002,171.4285714286,I
Number of people undernourished (3-year average),Kuwait,2007,147.619047619,I
Number of people undernourished (3-year average),Kuwait,2012,123.8095238095,I
Number of people undernourished (3-year average),Kuwait,2017,100.0,X
Number of people undernourished (3-year average),Kuwait,2018,100.0,X
Prevalence of undernourishment (3-year average),Kuwait,1997,5.4,X
Prevalence of undernourishment (3-year average),Kuwait,2017,2.6,X
Prevalence of undernourishment (3-year average),Kuwait,2018,2.8,X
Total population with access to safe drinking-water (JMP),Kuwait,1997,99.0,X
Total population with access to safe drinking-water (JMP),Kuwait,2002,99.0,X
Total population with access to safe drinking-water (JMP),Kuwait,2007,99.0,X
Total population with access to safe drinking-water (JMP),Kuwait,2012,99.0,X
Total population with access to safe drinking-water (JMP),Kuwait,2017,99.0,I
Total population with access to safe drinking-water (JMP),Kuwait,2018,99.0,I
Number of people undernourished (3-year average),Kyrgyzstan,1997,700.0,X
Number of people undernourished (3-year average),Kyrgyzstan,2002,800.0,X
Number of people undernourished (3-year average),Kyrgyzstan,2007,500.0,X
Prevalence of undernourishment (3-year average),Kyrgyzstan,1997,15.8,X
Total population with access to safe drinking-water (JMP),Kyrgyzstan,1997,76.3,X
Total population with access to safe drinking-water (JMP),Kyrgyzstan,2002,80.0,X
Total population with access to safe drinking-water (JMP),Kyrgyzstan,2007,83.8,X
Total population with access to safe drinking-water (JMP),Kyrgyzstan,2012,87.6,X
Total population with access to safe drinking-water (JMP),Kyrgyzstan,2017,90.0,I
Total population with access to safe drinking-water (JMP),Kyrgyzstan,2018,90.0,I
Population affected by water related disease,Kyrgyzstan,2007,122.8,I
Population affected by water related disease,Kyrgyzstan,2012,122.8,I
Population affected by water related disease,Kyrgyzstan,2017,122.8,I
Population affected by water related disease,Kyrgyzstan,2018,122.8,I
Number of people undernourished (3-year average),Lao People's Democratic Republic,1997,2100.0,X
Prevalence of undernourishment (3-year average),Lao People's Democratic Republic,1997,43.0,X
Total population with access to safe drinking-water (JMP),Lao People's Democratic Republic,1997,40.5,X
Total population with access to safe drinking-water (JMP),Lao People's Democratic Republic,2002,50.1,X
Total population with access to safe drinking-water (JMP),Lao People's Democratic Republic,2007,61.2,X
Total population with access to safe drinking-water (JMP),Lao People's Democratic Republic,2012,71.5,X
Total population with access to safe drinking-water (JMP),Lao People's Democratic Republic,2017,75.7,I
Total population with access to safe drinking-water (JMP),Lao People's Democratic Republic,2018,75.7,I
Number of people undernourished (3-year average),Latvia,2002,100.0,X
Number of people undernourished (3-year average),Latvia,2007,100.0,I
Number of people undernourished (3-year average),Latvia,2012,100.0,I
Number of people undernourished (3-year average),Latvia,2017,100.0,I
Number of people undernourished (3-year average),Latvia,2018,100.0,I
Prevalence of undernourishment (3-year average),Latvia,2002,4.6,X
Prevalence of undernourishment (3-year average),Latvia,2007,2.8,I
Prevalence of undernourishment (3-year average),Latvia,2012,2.8,I
Prevalence of undernourishment (3-year average),Latvia,2017,2.8,I
Prevalence of undernourishment (3-year average),Latvia,2018,2.8,I
Total population with access to safe drinking-water (JMP),Latvia,1997,98.3,X
Total population with access to safe drinking-water (JMP),Latvia,2002,98.3,X
Total population with access to safe drinking-water (JMP),Latvia,2007,98.7,X
Total population with access to safe drinking-water (JMP),Latvia,2012,99.1,X
Total population with access to safe drinking-water (JMP),Latvia,2017,99.3,I
Total population with access to safe drinking-water (JMP),Latvia,2018,99.3,I
Number of people undernourished (3-year average),Lebanon,2002,300.0,X
Number of people undernourished (3-year average),Lebanon,2007,500.0,X
Number of people undernourished (3-year average),Lebanon,2012,600.0,X
Number of people undernourished (3-year average),Lebanon,2017,400.0,X
Prevalence of undernourishment (3-year average),Lebanon,2017,6.2,X
Total population with access to safe drinking-water (JMP),Lebanon,1997,83.3,X
Total population with access to safe drinking-water (JMP),Lebanon,2002,88.1,X
Total population with access to safe drinking-water (JMP),Lebanon,2007,94.1,X
Total population with access to safe drinking-water (JMP),Lebanon,2012,99.0,X
Total population with access to safe drinking-water (JMP),Lebanon,2017,99.0,I
Total population with access to safe drinking-water (JMP),Lebanon,2018,99.0,I
Number of people undernourished (3-year average),Lesotho,1997,300.0,X
Number of people undernourished (3-year average),Lesotho,2002,400.0,X
Number of people undernourished (3-year average),Lesotho,2007,300.0,X
Number of people undernourished (3-year average),Lesotho,2012,200.0,X
Prevalence of undernourishment (3-year average),Lesotho,1997,16.6,X
Total population with access to safe drinking-water (JMP),Lesotho,1997,78.4,X
Total population with access to safe drinking-water (JMP),Lesotho,2002,79.3,X
Total population with access to safe drinking-water (JMP),Lesotho,2007,80.3,X
Total population with access to safe drinking-water (JMP),Lesotho,2012,81.2,X
Total population with access to safe drinking-water (JMP),Lesotho,2017,81.8,I
Total population with access to safe drinking-water (JMP),Lesotho,2018,81.8,I
Number of people undernourished (3-year average),Liberia,1997,900.0,X
Number of people undernourished (3-year average),Liberia,2002,1100.0,X
Number of people undernourished (3-year average),Liberia,2007,1200.0,X
Prevalence of undernourishment (3-year average),Liberia,1997,40.2,X
Prevalence of undernourishment (3-year average),Liberia,2007,35.3,X
Total population with access to safe drinking-water (JMP),Liberia,1997,60.6,X
Total population with access to safe drinking-water (JMP),Liberia,2002,64.2,X
Total population with access to safe drinking-water (JMP),Liberia,2007,68.5,X
Total population with access to safe drinking-water (JMP),Liberia,2012,72.9,X
Total population with access to safe drinking-water (JMP),Liberia,2017,75.6,I
Total population with access to safe drinking-water (JMP),Liberia,2018,75.6,I
Total population with access to safe drinking-water (JMP),Libya,1997,71.2,X
Total population with access to safe drinking-water (JMP),Libya,2002,71.2,I
Total population with access to safe drinking-water (JMP),Libya,2007,71.2,I
Total population with access to safe drinking-water (JMP),Libya,2012,71.2,I
Total population with access to safe drinking-water (JMP),Libya,2017,71.2,I
Total population with access to safe drinking-water (JMP),Libya,2018,71.2,I
Total population with access to safe drinking-water (JMP),Lithuania,1997,89.9,X
Total population with access to safe drinking-water (JMP),Lithuania,2002,91.8,X
Total population with access to safe drinking-water (JMP),Lithuania,2007,93.8,X
Total population with access to safe drinking-water (JMP),Lithuania,2012,95.8,X
Total population with access to safe drinking-water (JMP),Lithuania,2017,96.6,I
Total population with access to safe drinking-water (JMP),Lithuania,2018,96.6,I
Total population with access to safe drinking-water (JMP),Luxembourg,1997,100.0,X
Total population with access to safe drinking-water (JMP),Luxembourg,2002,100.0,X
Total population with access to safe drinking-water (JMP),Luxembourg,2007,100.0,X
Total population with access to safe drinking-water (JMP),Luxembourg,2012,100.0,X
Total population with access to safe drinking-water (JMP),Luxembourg,2017,100.0,I
Total population with access to safe drinking-water (JMP),Luxembourg,2018,100.0,I
Number of people undernourished (3-year average),Madagascar,1997,4700.0,X
Number of people undernourished (3-year average),Madagascar,2002,5500.0,X
Number of people undernourished (3-year average),Madagascar,2007,5900.0,X
Number of people undernourished (3-year average),Madagascar,2017,10300.0,X
Prevalence of undernourishment (3-year average),Madagascar,1997,33.8,X
Total population with access to safe drinking-water (JMP),Madagascar,1997,35.6,X
Total population with access to safe drinking-water (JMP),Madagascar,2002,39.6,X
Total population with access to safe drinking-water (JMP),Madagascar,2007,44.0,X
Total population with access to safe drinking-water (JMP),Madagascar,2012,48.7,X
Total population with access to safe drinking-water (JMP),Madagascar,2017,51.5,I
Total population with access to safe drinking-water (JMP),Madagascar,2018,51.5,I
Number of people undernourished (3-year average),Malawi,1997,4000.0,X
Number of people undernourished (3-year average),Malawi,2002,2700.0,X
Number of people undernourished (3-year average),Malawi,2007,2700.0,X
Prevalence of undernourishment (3-year average),Malawi,1997,39.5,X
Total population with access to safe drinking-water (JMP),Malawi,1997,56.8,X
Total population with access to safe drinking-water (JMP),Malawi,2002,66.2,X
Total population with access to safe drinking-water (JMP),Malawi,2007,75.5,X
Total population with access to safe drinking-water (JMP),Malawi,2012,84.7,X
Total population with access to safe drinking-water (JMP),Malawi,2017,90.2,I
Total population with access to safe drinking-water (JMP),Malawi,2018,90.2,I
Number of people undernourished (3-year average),Malaysia,1997,833.3333333333,I
Number of people undernourished (3-year average),Malaysia,2002,600.0,X
Number of people undernourished (3-year average),Malaysia,2007,900.0,X
Number of people undernourished (3-year average),Malaysia,2017,1100.0,X
Prevalence of undernourishment (3-year average),Malaysia,1997,3.8222222222,I
Prevalence of undernourishment (3-year average),Malaysia,2012,3.0,X
Total population with access to safe drinking-water (JMP),Malaysia,1997,93.0,X
Total population with access to safe drinking-water (JMP),Malaysia,2002,94.8,X
Total population with access to safe drinking-water (JMP),Malaysia,2007,96.4,X
Total population with access to safe drinking-water (JMP),Malaysia,2012,97.9,X
Total population with access to safe drinking-water (JMP),Malaysia,2017,98.2,I
Total population with access to safe drinking-water (JMP),Malaysia,2018,98.2,I
Population affected by water related disease,Malaysia,1997,7.0,I
Population affected by water related disease,Malaysia,2002,7.0,I
Population affected by water related disease,Malaysia,2007,7.0,I
Population affected by water related disease,Malaysia,2012,7.0,I
Population affected by water related disease,Malaysia,2017,7.0,I
Population affected by water related disease,Malaysia,2018,7.0,I
Prevalence of undernourishment (3-year average),Maldives,1997,10.5,X
Prevalence of undernourishment (3-year average),Maldives,2002,14.6,X
Prevalence of undernourishment (3-year average),Maldives,2007,18.1,X
Prevalence of undernourishment (3-year average),Maldives,2012,11.0,X
Prevalence of undernourishment (3-year average),Maldives,2017,10.5,X
Prevalence of undernourishment (3-year average),Maldives,2018,10.3,X
Total population with access to safe drinking-water (JMP),Maldives,1997,94.2,X
Total population with access to safe drinking-water (JMP),Maldives,2002,95.9,X
Total population with access to safe drinking-water (JMP),Maldives,2007,97.5,X
Total population with access to safe drinking-water (JMP),Maldives,2012,98.6,X
Total population with access to safe drinking-water (JMP),Maldives,2017,98.6,I
Total population with access to safe drinking-water (JMP),Maldives,2018,98.6,I
Number of people undernourished (3-year average),Mali,1997,1700.0,X
Number of people undernourished (3-year average),Mali,2002,1800.0,X
Number of people undernourished (3-year average),Mali,2007,1600.0,X
Number of people undernourished (3-year average),Mali,2017,900.0,X
Prevalence of undernourishment (3-year average),Mali,1997,18.1,X
Prevalence of undernourishment (3-year average),Mali,2017,5.3,X
Total population with access to safe drinking-water (JMP),Mali,1997,40.6,X
Total population with access to safe drinking-water (JMP),Mali,2002,50.6,X
Total population with access to safe drinking-water (JMP),Mali,2007,60.8,X
Total population with access to safe drinking-water (JMP),Mali,2012,70.9,X
Total population with access to safe drinking-water (JMP),Mali,2017,77.0,I
Total population with access to safe drinking-water (JMP),Mali,2018,77.0,I
Population affected by water related disease,Mali,2012,2291.0,I
Population affected by water related disease,Mali,2017,2291.0,I
Population affected by water related disease,Mali,2018,2291.0,I
Total population with access to safe drinking-water (JMP),Malta,1997,99.9,X
Total population with access to safe drinking-water (JMP),Malta,2002,100.0,X
Total population with access to safe drinking-water (JMP),Malta,2007,100.0,X
Total population with access to safe drinking-water (JMP),Malta,2012,100.0,X
Total population with access to safe drinking-water (JMP),Malta,2017,100.0,I
Total population with access to safe drinking-water (JMP),Malta,2018,100.0,I
Total population with access to safe drinking-water (JMP),Marshall Islands,1997,92.8,X
Total population with access to safe drinking-water (JMP),Marshall Islands,2002,93.4,X
Total population with access to safe drinking-water (JMP),Marshall Islands,2007,93.9,X
Total population with access to safe drinking-water (JMP),Marshall Islands,2012,94.5,X
Total population with access to safe drinking-water (JMP),Marshall Islands,2017,94.6,I
Total population with access to safe drinking-water (JMP),Marshall Islands,2018,94.6,I
Number of people undernourished (3-year average),Mauritania,1997,300.0,X
Number of people undernourished (3-year average),Mauritania,2002,200.0,X
Number of people undernourished (3-year average),Mauritania,2007,300.0,X
Number of people undernourished (3-year average),Mauritania,2012,300.0,X
Prevalence of undernourishment (3-year average),Mauritania,1997,13.9,X
Total population with access to safe drinking-water (JMP),Mauritania,1997,38.2,X
Total population with access to safe drinking-water (JMP),Mauritania,2002,44.6,X
Total population with access to safe drinking-water (JMP),Mauritania,2007,50.7,X
Total population with access to safe drinking-water (JMP),Mauritania,2012,56.7,X
Total population with access to safe drinking-water (JMP),Mauritania,2017,57.9,I
Total population with access to safe drinking-water (JMP),Mauritania,2018,57.9,I
Population affected by water related disease,Mauritania,2007,111.6,I
Population affected by water related disease,Mauritania,2012,111.6,I
Population affected by water related disease,Mauritania,2017,111.6,I
Population affected by water related disease,Mauritania,2018,111.6,I
Prevalence of undernourishment (3-year average),Mauritius,1997,6.8,X
Prevalence of undernourishment (3-year average),Mauritius,2007,5.0,X
Prevalence of undernourishment (3-year average),Mauritius,2012,5.3,X
Total population with access to safe drinking-water (JMP),Mauritius,1997,99.2,X
Total population with access to safe drinking-water (JMP),Mauritius,2002,99.3,X
Total population with access to safe drinking-water (JMP),Mauritius,2007,99.6,X
Total population with access to safe drinking-water (JMP),Mauritius,2012,99.8,X
Total population with access to safe drinking-water (JMP),Mauritius,2017,99.9,I
Total population with access to safe drinking-water (JMP),Mauritius,2018,99.9,I
Population affected by water related disease,Mauritius,2002,0.0,OF
Population affected by water related disease,Mauritius,2007,0.0,I
Population affected by water related disease,Mauritius,2012,0.0,I
Population affected by water related disease,Mauritius,2017,0.0,I
Population affected by water related disease,Mauritius,2018,0.0,I
Number of people undernourished (3-year average),Mexico,1997,5900.0,X
Number of people undernourished (3-year average),Mexico,2002,3300.0,X
Prevalence of undernourishment (3-year average),Mexico,1997,6.1,X
Prevalence of undernourishment (3-year average),Mexico,2002,3.3,X
Prevalence of undernourishment (3-year average),Mexico,2007,4.1,X
Total population with access to safe drinking-water (JMP),Mexico,1997,86.8,X
Total population with access to safe drinking-water (JMP),Mexico,2002,89.7,X
Total population with access to safe drinking-water (JMP),Mexico,2007,92.5,X
Total population with access to safe drinking-water (JMP),Mexico,2012,95.1,X
Total population with access to safe drinking-water (JMP),Mexico,2017,96.1,I
Total population with access to safe drinking-water (JMP),Mexico,2018,96.1,I
Total population with access to safe drinking-water (JMP),Micronesia (Federated States of),1997,90.5,X
Total population with access to safe drinking-water (JMP),Micronesia (Federated States of),2002,90.0,X
Total population with access to safe drinking-water (JMP),Micronesia (Federated States of),2007,89.5,X
Total population with access to safe drinking-water (JMP),Micronesia (Federated States of),2012,89.0,X
Total population with access to safe drinking-water (JMP),Micronesia (Federated States of),2017,89.0,I
Total population with access to safe drinking-water (JMP),Micronesia (Federated States of),2018,89.0,I
Total population with access to safe drinking-water (JMP),Monaco,1997,100.0,X
Total population with access to safe drinking-water (JMP),Monaco,2002,100.0,X
Total population with access to safe drinking-water (JMP),Monaco,2007,100.0,X
Total population with access to safe drinking-water (JMP),Monaco,2012,100.0,X
Total population with access to safe drinking-water (JMP),Monaco,2017,100.0,I
Total population with access to safe drinking-water (JMP),Monaco,2018,100.0,I
Number of people undernourished (3-year average),Mongolia,1997,1100.0,X
Number of people undernourished (3-year average),Mongolia,2002,800.0,X
Number of people undernourished (3-year average),Mongolia,2007,700.0,X
Number of people undernourished (3-year average),Mongolia,2012,500.0,X
Prevalence of undernourishment (3-year average),Mongolia,1997,47.6,X
Total population with access to safe drinking-water (JMP),Mongolia,1997,54.6,X
Total population with access to safe drinking-water (JMP),Mongolia,2002,58.0,X
Total population with access to safe drinking-water (JMP),Mongolia,2007,61.5,X
Total population with access to safe drinking-water (JMP),Mongolia,2012,63.7,X
Total population with access to safe drinking-water (JMP),Mongolia,2017,64.4,I
Total population with access to safe drinking-water (JMP),Mongolia,2018,64.4,I
Total population with access to safe drinking-water (JMP),Montenegro,2007,98.3,X
Total population with access to safe drinking-water (JMP),Montenegro,2012,99.3,X
Total population with access to safe drinking-water (JMP),Montenegro,2017,99.7,I
Total population with access to safe drinking-water (JMP),Montenegro,2018,99.7,I
Number of people undernourished (3-year average),Morocco,1997,2000.0,X
Number of people undernourished (3-year average),Morocco,2012,1700.0,X
Number of people undernourished (3-year average),Morocco,2017,1300.0,X
Prevalence of undernourishment (3-year average),Morocco,1997,7.2,X
Prevalence of undernourishment (3-year average),Morocco,2012,5.3,X
Prevalence of undernourishment (3-year average),Morocco,2017,3.8,X
Total population with access to safe drinking-water (JMP),Morocco,1997,76.9,X
Total population with access to safe drinking-water (JMP),Morocco,2002,79.3,X
Total population with access to safe drinking-water (JMP),Morocco,2007,81.9,X
Total population with access to safe drinking-water (JMP),Morocco,2012,84.6,X
Total population with access to safe drinking-water (JMP),Morocco,2017,85.4,I
Total population with access to safe drinking-water (JMP),Morocco,2018,85.4,I
Number of people undernourished (3-year average),Mozambique,1997,8300.0,X
Number of people undernourished (3-year average),Mozambique,2002,6700.0,X
Number of people undernourished (3-year average),Mozambique,2012,5300.0,X
Prevalence of undernourishment (3-year average),Mozambique,1997,50.7,X
Total population with access to safe drinking-water (JMP),Mozambique,1997,38.9,X
Total population with access to safe drinking-water (JMP),Mozambique,2002,42.6,X
Total population with access to safe drinking-water (JMP),Mozambique,2007,46.3,X
Total population with access to safe drinking-water (JMP),Mozambique,2012,50.1,X
Total population with access to safe drinking-water (JMP),Mozambique,2017,51.1,I
Total population with access to safe drinking-water (JMP),Mozambique,2018,51.1,I
Number of people undernourished (3-year average),Myanmar,1997,27000.0,X
Prevalence of undernourishment (3-year average),Myanmar,1997,58.7,X
Total population with access to safe drinking-water (JMP),Myanmar,1997,63.2,X
Total population with access to safe drinking-water (JMP),Myanmar,2002,68.9,X
Total population with access to safe drinking-water (JMP),Myanmar,2007,74.6,X
Total population with access to safe drinking-water (JMP),Myanmar,2012,80.3,X
Total population with access to safe drinking-water (JMP),Myanmar,2017,80.6,I
Total population with access to safe drinking-water (JMP),Myanmar,2018,80.6,I
Number of people undernourished (3-year average),Namibia,1997,700.0,X
Number of people undernourished (3-year average),Namibia,2002,200.0,X
Prevalence of undernourishment (3-year average),Namibia,1997,39.2,X
Total population with access to safe drinking-water (JMP),Namibia,1997,75.9,X
Total population with access to safe drinking-water (JMP),Namibia,2002,80.3,X
Total population with access to safe drinking-water (JMP),Namibia,2007,84.8,X
Total population with access to safe drinking-water (JMP),Namibia,2012,88.8,X
Total population with access to safe drinking-water (JMP),Namibia,2017,91.0,I
Total population with access to safe drinking-water (JMP),Namibia,2018,91.0,I
Total population with access to safe drinking-water (JMP),Nauru,1997,93.0,X
Total population with access to safe drinking-water (JMP),Nauru,2002,93.6,X
Total population with access to safe drinking-water (JMP),Nauru,2007,94.9,X
Total population with access to safe drinking-water (JMP),Nauru,2012,96.3,X
Total population with access to safe drinking-water (JMP),Nauru,2017,96.5,I
Total population with access to safe drinking-water (JMP),Nauru,2018,96.5,I
Number of people undernourished (3-year average),Nepal,1997,5200.0,X
Number of people undernourished (3-year average),Nepal,2002,5700.0,X
Number of people undernourished (3-year average),Nepal,2007,4200.0,X
Prevalence of undernourishment (3-year average),Nepal,1997,24.8,X
Total population with access to safe drinking-water (JMP),Nepal,1997,73.8,X
Total population with access to safe drinking-water (JMP),Nepal,2002,79.2,X
Total population with access to safe drinking-water (JMP),Nepal,2007,84.1,X
Total population with access to safe drinking-water (JMP),Nepal,2012,88.9,X
Total population with access to safe drinking-water (JMP),Nepal,2017,91.6,I
Total population with access to safe drinking-water (JMP),Nepal,2018,91.6,I
Total population with access to safe drinking-water (JMP),Netherlands,1997,100.0,X
Total population with access to safe drinking-water (JMP),Netherlands,2002,100.0,X
Total population with access to safe drinking-water (JMP),Netherlands,2007,100.0,X
Total population with access to safe drinking-water (JMP),Netherlands,2012,100.0,X
Total population with access to safe drinking-water (JMP),Netherlands,2017,100.0,I
Total population with access to safe drinking-water (JMP),Netherlands,2018,100.0,I
Total population with access to safe drinking-water (JMP),New Zealand,1997,100.0,X
Total population with access to safe drinking-water (JMP),New Zealand,2002,100.0,X
Total population with access to safe drinking-water (JMP),New Zealand,2007,100.0,X
Total population with access to safe drinking-water (JMP),New Zealand,2012,100.0,X
Total population with access to safe drinking-water (JMP),New Zealand,2017,100.0,I
Total population with access to safe drinking-water (JMP),New Zealand,2018,100.0,I
Number of people undernourished (3-year average),Nicaragua,1997,2000.0,X
Number of people undernourished (3-year average),Nicaragua,2002,1400.0,X
Number of people undernourished (3-year average),Nicaragua,2007,1200.0,X
Number of people undernourished (3-year average),Nicaragua,2012,1100.0,X
Number of people undernourished (3-year average),Nicaragua,2017,1100.0,X
Number of people undernourished (3-year average),Nicaragua,2018,1100.0,X
Prevalence of undernourishment (3-year average),Nicaragua,1997,42.9,X
Prevalence of undernourishment (3-year average),Nicaragua,2012,19.2,X
Total population with access to safe drinking-water (JMP),Nicaragua,1997,77.0,X
Total population with access to safe drinking-water (JMP),Nicaragua,2002,80.1,X
Total population with access to safe drinking-water (JMP),Nicaragua,2007,83.1,X
Total population with access to safe drinking-water (JMP),Nicaragua,2012,86.2,X
Total population with access to safe drinking-water (JMP),Nicaragua,2017,87.0,I
Total population with access to safe drinking-water (JMP),Nicaragua,2018,87.0,I
Population affected by water related disease,Nicaragua,1997,254.1666666667,I
Population affected by water related disease,Nicaragua,2002,234.0833333333,I
Population affected by water related disease,Nicaragua,2007,214.0,OF
Population affected by water related disease,Nicaragua,2012,214.0,I
Population affected by water related disease,Nicaragua,2017,214.0,I
Population affected by water related disease,Nicaragua,2018,214.0,I
Number of people undernourished (3-year average),Niger,1997,3100.0,X
Number of people undernourished (3-year average),Niger,2002,2300.0,X
Number of people undernourished (3-year average),Niger,2007,2000.0,X
Number of people undernourished (3-year average),Niger,2012,1900.0,X
Number of people undernourished (3-year average),Niger,2017,2900.0,X
Number of people undernourished (3-year average),Niger,2018,3600.0,X
Prevalence of undernourishment (3-year average),Niger,1997,33.2,X
Prevalence of undernourishment (3-year average),Niger,2002,19.7,X
Prevalence of undernourishment (3-year average),Niger,2007,14.4,X
Prevalence of undernourishment (3-year average),Niger,2012,10.9,X
Prevalence of undernourishment (3-year average),Niger,2017,14.1,X
Prevalence of undernourishment (3-year average),Niger,2018,16.5,X
Total population with access to safe drinking-water (JMP),Niger,1997,40.7,X
Total population with access to safe drinking-water (JMP),Niger,2002,45.7,X
Total population with access to safe drinking-water (JMP),Niger,2007,50.8,X
Total population with access to safe drinking-water (JMP),Niger,2012,56.2,X
Total population with access to safe drinking-water (JMP),Niger,2017,58.2,I
Total population with access to safe drinking-water (JMP),Niger,2018,58.2,I
Population affected by water related disease,Niger,2012,3143.0,I
Population affected by water related disease,Niger,2017,3143.0,I
Population affected by water related disease,Niger,2018,3143.0,I
Number of people undernourished (3-year average),Nigeria,1997,13200.0,X
Prevalence of undernourishment (3-year average),Nigeria,1997,11.9,X
Total population with access to safe drinking-water (JMP),Nigeria,1997,48.3,X
Total population with access to safe drinking-water (JMP),Nigeria,2002,54.2,X
Total population with access to safe drinking-water (JMP),Nigeria,2007,60.1,X
Total population with access to safe drinking-water (JMP),Nigeria,2012,65.5,X
Total population with access to safe drinking-water (JMP),Nigeria,2017,68.5,I
Total population with access to safe drinking-water (JMP),Nigeria,2018,68.5,I
Total population with access to safe drinking-water (JMP),Niue,1997,99.1,X
Total population with access to safe drinking-water (JMP),Niue,2002,98.9,X
Total population with access to safe drinking-water (JMP),Niue,2007,98.7,X
Total population with access to safe drinking-water (JMP),Niue,2012,98.6,X
Total population with access to safe drinking-water (JMP),Niue,2017,98.5,I
Total population with access to safe drinking-water (JMP),Niue,2018,98.5,I
Number of people undernourished (3-year average),North Macedonia,2002,200.0,X
Number of people undernourished (3-year average),North Macedonia,2007,100.0,X
Number of people undernourished (3-year average),North Macedonia,2012,100.0,I
Number of people undernourished (3-year average),North Macedonia,2017,100.0,I
Number of people undernourished (3-year average),North Macedonia,2018,100.0,I
Total population with access to safe drinking-water (JMP),North Macedonia,1997,99.3,X
Total population with access to safe drinking-water (JMP),North Macedonia,2002,99.3,X
Total population with access to safe drinking-water (JMP),North Macedonia,2007,99.3,X
Total population with access to safe drinking-water (JMP),North Macedonia,2012,99.4,X
Total population with access to safe drinking-water (JMP),North Macedonia,2017,99.4,I
