,,Year,Value,Symbol
Gross Domestic Product (GDP),Indonesia,1997,252386467345.0,X
Gross Domestic Product (GDP),Indonesia,2002,208325002627.0,X
Gross Domestic Product (GDP),Indonesia,2007,460192550124.0,X
Gross Domestic Product (GDP),Indonesia,2012,917869913365.0,X
GDP per capita,Indonesia,1997,1239.020013,X
GDP per capita,Indonesia,2002,957.780616,X
GDP per capita,Indonesia,2007,1975.167375,X
GDP per capita,Indonesia,2012,3687.95401,X
GDP per capita,Indonesia,2017,3846.426581,X
GDP per capita,Indonesia,2018,3906.270285,X
"Agriculture, value added (% GDP)",Indonesia,1997,13.285418,X
"Agriculture, value added (% GDP)",Indonesia,2002,14.089146,X
"Agriculture, value added (% GDP)",Indonesia,2007,12.503283,X
Total area of the country (excl. coastal water),Iran (Islamic Republic of),1997,174515.0,X
Total area of the country (excl. coastal water),Iran (Islamic Republic of),2002,174515.0,X
Total area of the country (excl. coastal water),Iran (Islamic Republic of),2007,174515.0,X
Total area of the country (excl. coastal water),Iran (Islamic Republic of),2012,174515.0,X
Total area of the country (excl. coastal water),Iran (Islamic Republic of),2017,174515.0,E
Total area of the country (excl. coastal water),Iran (Islamic Republic of),2018,174515.0,E
Cultivated area (arable land + permanent crops),Iran (Islamic Republic of),1997,17832.0,X
Cultivated area (arable land + permanent crops),Iran (Islamic Republic of),2002,17444.0,X
Cultivated area (arable land + permanent crops),Iran (Islamic Republic of),2007,18549.0,X
Cultivated area (arable land + permanent crops),Iran (Islamic Republic of),2012,16768.8,X
Total population,Iran (Islamic Republic of),1997,63136.312,X
Total population,Iran (Islamic Republic of),2002,67284.796,X
Total population,Iran (Islamic Republic of),2007,71336.475,X
Total population,Iran (Islamic Republic of),2012,75539.878,X
Total population,Iran (Islamic Republic of),2017,80673.883,X
Total population,Iran (Islamic Republic of),2018,81800.188,X
Rural population,Iran (Islamic Republic of),1997,23922.226,X
Rural population,Iran (Islamic Republic of),2002,23475.745,X
Rural population,Iran (Islamic Republic of),2007,22427.746,X
Rural population,Iran (Islamic Republic of),2012,21594.353,X
Rural population,Iran (Islamic Republic of),2017,20782.6,X
Rural population,Iran (Islamic Republic of),2018,20586.68,X
Urban population,Iran (Islamic Republic of),1997,38788.331,X
Urban population,Iran (Islamic Republic of),2002,44507.585,X
Urban population,Iran (Islamic Republic of),2007,49603.357,X
Urban population,Iran (Islamic Republic of),2012,54859.221,X
Urban population,Iran (Islamic Republic of),2017,60380.188,X
Urban population,Iran (Islamic Republic of),2018,61425.055,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iran (Islamic Republic of),2002,0.584,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iran (Islamic Republic of),2007,0.5302,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iran (Islamic Republic of),2012,0.5183333333,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iran (Islamic Republic of),2017,0.5146,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iran (Islamic Republic of),2018,0.5146,I
Gross Domestic Product (GDP),Iran (Islamic Republic of),1997,116910894389.0,X
Gross Domestic Product (GDP),Iran (Islamic Republic of),2002,150050109595.0,X
Gross Domestic Product (GDP),Iran (Islamic Republic of),2007,349881605221.0,X
Gross Domestic Product (GDP),Iran (Islamic Republic of),2012,603007205015.0,X
Gross Domestic Product (GDP),Iran (Islamic Republic of),2017,460976107833.0,X
GDP per capita,Iran (Islamic Republic of),1997,1864.293669,X
GDP per capita,Iran (Islamic Republic of),2002,2207.160338,X
GDP per capita,Iran (Islamic Republic of),2007,4857.368423,X
GDP per capita,Iran (Islamic Republic of),2012,7887.233696,X
GDP per capita,Iran (Islamic Republic of),2017,5679.648509,X
GDP per capita,Iran (Islamic Republic of),2018,5768.576511,X
"Agriculture, value added (% GDP)",Iran (Islamic Republic of),1997,9.217778,X
"Agriculture, value added (% GDP)",Iran (Islamic Republic of),2002,7.38822,X
"Agriculture, value added (% GDP)",Iran (Islamic Republic of),2007,7.185569,X
"Agriculture, value added (% GDP)",Iran (Islamic Republic of),2012,7.618364,X
"Agriculture, value added (% GDP)",Iran (Islamic Republic of),2017,9.499745,X
"Agriculture, value added (% GDP)",Iran (Islamic Republic of),2018,9.873938,X
Total area of the country (excl. coastal water),Iraq,1997,43832.0,X
Total area of the country (excl. coastal water),Iraq,2002,43832.0,X
Total area of the country (excl. coastal water),Iraq,2007,43832.0,X
Total area of the country (excl. coastal water),Iraq,2012,43524.0,X
Total area of the country (excl. coastal water),Iraq,2017,43505.2,E
Total area of the country (excl. coastal water),Iraq,2018,43505.2,E
Cultivated area (arable land + permanent crops),Iraq,1997,4660.0,X
Cultivated area (arable land + permanent crops),Iraq,2002,4840.0,X
Cultivated area (arable land + permanent crops),Iraq,2007,5140.0,X
Cultivated area (arable land + permanent crops),Iraq,2012,4568.5,X
Cultivated area (arable land + permanent crops),Iraq,2017,5250.0,X
Cultivated area (arable land + permanent crops),Iraq,2018,5250.0,X
Total population,Iraq,1997,21439.574,X
Total population,Iraq,2002,24931.919,X
Total population,Iraq,2007,27911.248,X
Total population,Iraq,2012,31890.011,X
Total population,Iraq,2017,37552.781,X
Total population,Iraq,2018,38433.6,X
Rural population,Iraq,1997,6795.834,X
Rural population,Iraq,2002,7829.905,X
Rural population,Iraq,2007,8837.116,X
Rural population,Iraq,2012,10019.158,X
Rural population,Iraq,2017,11375.936,X
Rural population,Iraq,2018,11615.946,X
Urban population,Iraq,1997,14713.457,X
Urban population,Iraq,2002,17109.394,X
Urban population,Iraq,2007,19553.317,X
Urban population,Iraq,2012,22757.413,X
Urban population,Iraq,2017,26898.682,X
Urban population,Iraq,2018,27723.807,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iraq,2007,0.6974,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iraq,2012,0.544,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iraq,2017,0.5388,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iraq,2018,0.5388,I
Gross Domestic Product (GDP),Iraq,1997,9323349169.0,X
Gross Domestic Product (GDP),Iraq,2002,24390082339.0,X
Gross Domestic Product (GDP),Iraq,2007,88840049181.0,X
Gross Domestic Product (GDP),Iraq,2012,218000992454.0,X
Gross Domestic Product (GDP),Iraq,2017,190643898226.0,X
GDP per capita,Iraq,1997,433.456834,X
GDP per capita,Iraq,2002,977.977863,X
GDP per capita,Iraq,2007,3129.224876,X
GDP per capita,Iraq,2012,6651.12261,X
GDP per capita,Iraq,2017,4980.948425,X
GDP per capita,Iraq,2018,5395.860191,X
"Agriculture, value added (% GDP)",Iraq,1997,9.306599,X
"Agriculture, value added (% GDP)",Iraq,2002,7.359221,X
"Agriculture, value added (% GDP)",Iraq,2007,4.929496,X
"Agriculture, value added (% GDP)",Iraq,2012,4.124252,X
"Agriculture, value added (% GDP)",Iraq,2017,2.92323,X
Total area of the country (excl. coastal water),Ireland,1997,7028.0,X
Total area of the country (excl. coastal water),Ireland,2002,7028.0,X
Total area of the country (excl. coastal water),Ireland,2007,7028.0,X
Total area of the country (excl. coastal water),Ireland,2012,7028.0,X
Total area of the country (excl. coastal water),Ireland,2017,7028.0,E
Total area of the country (excl. coastal water),Ireland,2018,7028.0,E
Cultivated area (arable land + permanent crops),Ireland,1997,1038.0,X
Cultivated area (arable land + permanent crops),Ireland,2002,1179.0,X
Cultivated area (arable land + permanent crops),Ireland,2007,468.45,X
Cultivated area (arable land + permanent crops),Ireland,2012,483.61,X
Cultivated area (arable land + permanent crops),Ireland,2017,462.0,X
Cultivated area (arable land + permanent crops),Ireland,2018,452.0,X
Total population,Ireland,1997,3651.096,X
Total population,Ireland,2002,3907.998,X
Total population,Ireland,2007,4324.641,X
Total population,Ireland,2012,4608.198,X
Total population,Ireland,2017,4753.279,X
Total population,Ireland,2018,4818.69,X
Rural population,Ireland,1997,1543.686,X
Rural population,Ireland,2002,1604.488,X
Rural population,Ireland,2007,1717.899,X
Rural population,Ireland,2012,1780.388,X
Rural population,Ireland,2017,1764.335,X
Rural population,Ireland,2018,1769.22,X
Urban population,Ireland,1997,2168.778,X
Urban population,Ireland,2002,2371.8,X
Urban population,Ireland,2007,2680.174,X
Urban population,Ireland,2012,2897.729,X
Urban population,Ireland,2017,2997.322,X
Urban population,Ireland,2018,3034.528,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ireland,2002,0.2004,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ireland,2007,0.1846,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ireland,2012,0.133,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ireland,2017,0.1129,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ireland,2018,0.1129,I
GDP per capita,Ireland,1997,22310.980607,X
GDP per capita,Ireland,2002,32179.605831,X
GDP per capita,Ireland,2007,61368.715316,X
GDP per capita,Ireland,2012,48096.164328,X
GDP per capita,Ireland,2017,70492.921726,X
GDP per capita,Ireland,2018,79661.622685,X
Total area of the country (excl. coastal water),Israel,1997,2207.0,X
Total area of the country (excl. coastal water),Israel,2002,2207.0,X
Total area of the country (excl. coastal water),Israel,2007,2207.0,X
Total area of the country (excl. coastal water),Israel,2012,2207.0,X
Total area of the country (excl. coastal water),Israel,2017,2207.0,E
Total area of the country (excl. coastal water),Israel,2018,2207.0,E
Cultivated area (arable land + permanent crops),Israel,1997,419.0,X
Cultivated area (arable land + permanent crops),Israel,2002,433.0,X
Cultivated area (arable land + permanent crops),Israel,2007,381.1,X
Cultivated area (arable land + permanent crops),Israel,2012,386.2,X
Cultivated area (arable land + permanent crops),Israel,2017,483.0,X
Cultivated area (arable land + permanent crops),Israel,2018,483.3,X
Total population,Israel,1997,5566.553,X
Total population,Israel,2002,6169.313,X
Total population,Israel,2007,6847.141,X
Total population,Israel,2012,7614.952,X
Total population,Israel,2017,8243.848,X
Total population,Israel,2018,8381.516,X
Rural population,Israel,1997,506.347,X
Rural population,Israel,2002,540.933,X
Rural population,Israel,2007,578.65,X
Rural population,Israel,2012,619.009,X
Rural population,Israel,2017,637.763,X
Rural population,Israel,2018,640.922,X
Urban population,Israel,1997,5125.197,X
Urban population,Israel,2002,5698.352,X
Urban population,Israel,2007,6344.035,X
Urban population,Israel,2012,7080.096,X
Urban population,Israel,2017,7683.807,X
Urban population,Israel,2018,7811.919,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Israel,2002,0.1836,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Israel,2007,0.1598,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Israel,2012,0.115,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Israel,2017,0.1009,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Israel,2018,0.1009,I
Gross Domestic Product (GDP),Israel,1997,114693679940.0,X
Gross Domestic Product (GDP),Israel,2002,121123190240.0,X
Gross Domestic Product (GDP),Israel,2007,178960054876.0,X
Gross Domestic Product (GDP),Israel,2012,257180148510.0,X
Gross Domestic Product (GDP),Israel,2017,353253408372.0,X
Gross Domestic Product (GDP),Israel,2018,370587978546.0,X
GDP per capita,Israel,1997,20366.293851,X
GDP per capita,Israel,2002,19412.992072,X
GDP per capita,Israel,2007,25851.249172,X
GDP per capita,Israel,2012,33403.901948,X
GDP per capita,Israel,2017,42450.331893,X
GDP per capita,Israel,2018,43841.825316,X
"Agriculture, value added (% GDP)",Israel,1997,1.520697,X
Total area of the country (excl. coastal water),Italy,1997,30134.0,X
Total area of the country (excl. coastal water),Italy,2002,30134.0,X
Total area of the country (excl. coastal water),Italy,2007,30134.0,X
Total area of the country (excl. coastal water),Italy,2012,30134.0,X
Cultivated area (arable land + permanent crops),Italy,1997,10974.0,X
Cultivated area (arable land + permanent crops),Italy,2002,10894.0,X
Cultivated area (arable land + permanent crops),Italy,2007,9702.0,X
Cultivated area (arable land + permanent crops),Italy,2012,9560.0,X
Cultivated area (arable land + permanent crops),Italy,2017,9218.27,X
Cultivated area (arable land + permanent crops),Italy,2018,9160.0,X
Total population,Italy,1997,56903.64,X
Total population,Italy,2002,57182.519,X
Total population,Italy,2007,58747.861,X
Total population,Italy,2012,59879.471,X
Total population,Italy,2017,60673.701,X
Total population,Italy,2018,60627.291,X
Rural population,Italy,1997,18846.806,X
Rural population,Italy,2002,18853.502,X
Rural population,Italy,2007,18995.609,X
Rural population,Italy,2012,18706.111,X
Rural population,Italy,2017,17722.588,X
Rural population,Italy,2018,17527.87,X
Urban population,Italy,1997,38338.095,X
Urban population,Italy,2002,38948.261,X
Urban population,Italy,2007,40317.902,X
Urban population,Italy,2012,41027.723,X
Urban population,Italy,2017,41637.312,X
Urban population,Italy,2018,41763.099,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Italy,2002,0.1804,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Italy,2007,0.1542,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Italy,2012,0.0856666667,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Italy,2017,0.0676,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Italy,2018,0.0676,I
Gross Domestic Product (GDP),Italy,1997,1241913280989.0,X
Gross Domestic Product (GDP),Italy,2002,1270770111571.0,X
Gross Domestic Product (GDP),Italy,2007,2210179192828.0,X
Gross Domestic Product (GDP),Italy,2012,2087077032435.0,X
GDP per capita,Italy,1997,21717.503384,X
GDP per capita,Italy,2002,21984.971489,X
GDP per capita,Italy,2007,37262.659984,X
GDP per capita,Italy,2012,34939.612824,X
GDP per capita,Italy,2017,33049.354269,X
GDP per capita,Italy,2018,35163.573799,X
"Agriculture, value added (% GDP)",Italy,1997,2.861912,X
"Agriculture, value added (% GDP)",Italy,2002,2.371382,X
"Agriculture, value added (% GDP)",Italy,2007,1.896287,X
"Agriculture, value added (% GDP)",Italy,2012,1.970753,X
Total area of the country (excl. coastal water),Jamaica,1997,1099.0,X
Total area of the country (excl. coastal water),Jamaica,2002,1099.0,X
Total area of the country (excl. coastal water),Jamaica,2007,1099.0,X
Total area of the country (excl. coastal water),Jamaica,2012,1099.0,X
Total area of the country (excl. coastal water),Jamaica,2017,1099.0,E
Total area of the country (excl. coastal water),Jamaica,2018,1099.0,E
Cultivated area (arable land + permanent crops),Jamaica,1997,260.0,X
Cultivated area (arable land + permanent crops),Jamaica,2002,245.0,X
Cultivated area (arable land + permanent crops),Jamaica,2007,235.0,X
Cultivated area (arable land + permanent crops),Jamaica,2012,215.0,X
Cultivated area (arable land + permanent crops),Jamaica,2017,215.0,X
Cultivated area (arable land + permanent crops),Jamaica,2018,215.0,X
Total population,Jamaica,1997,2583.916,X
Total population,Jamaica,2002,2692.845,X
Total population,Jamaica,2007,2768.227,X
Total population,Jamaica,2012,2842.132,X
Total population,Jamaica,2017,2920.848,X
Total population,Jamaica,2018,2934.847,X
Rural population,Jamaica,1997,1265.09,X
Rural population,Jamaica,2002,1287.06,X
Rural population,Jamaica,2007,1299.356,X
Rural population,Jamaica,2012,1303.108,X
Rural population,Jamaica,2017,1289.697,X
Rural population,Jamaica,2018,1284.862,X
Urban population,Jamaica,1997,1321.737,X
Urban population,Jamaica,2002,1408.386,X
Urban population,Jamaica,2007,1476.111,X
Urban population,Jamaica,2012,1537.884,X
Urban population,Jamaica,2017,1600.602,X
Urban population,Jamaica,2018,1613.815,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jamaica,2002,0.4602,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jamaica,2007,0.4642,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jamaica,2012,0.459,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jamaica,2017,0.43,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jamaica,2018,0.43,I
Gross Domestic Product (GDP),Jamaica,1997,8400041803.0,X
Gross Domestic Product (GDP),Jamaica,2002,9719001964.0,X
Gross Domestic Product (GDP),Jamaica,2007,12799597772.0,X
GDP per capita,Jamaica,1997,3247.237563,X
GDP per capita,Jamaica,2002,3605.711991,X
GDP per capita,Jamaica,2007,4611.691572,X
GDP per capita,Jamaica,2012,5211.875688,X
GDP per capita,Jamaica,2017,5122.769551,X
GDP per capita,Jamaica,2018,5421.064248,X
"Agriculture, value added (% GDP)",Jamaica,1997,7.633852,X
"Agriculture, value added (% GDP)",Jamaica,2002,5.544521,X
"Agriculture, value added (% GDP)",Jamaica,2007,4.617494,X
Total area of the country (excl. coastal water),Japan,1997,37780.0,X
Total area of the country (excl. coastal water),Japan,2002,37789.0,X
Total area of the country (excl. coastal water),Japan,2007,37793.0,X
Total area of the country (excl. coastal water),Japan,2012,37796.0,X
Total area of the country (excl. coastal water),Japan,2017,37790.0,E
Total area of the country (excl. coastal water),Japan,2018,37790.0,E
Cultivated area (arable land + permanent crops),Japan,1997,4949.0,X
Cultivated area (arable land + permanent crops),Japan,2002,4763.0,X
Cultivated area (arable land + permanent crops),Japan,2007,4650.0,X
Cultivated area (arable land + permanent crops),Japan,2012,4549.0,X
Cultivated area (arable land + permanent crops),Japan,2017,4444.0,X
Cultivated area (arable land + permanent crops),Japan,2018,4420.0,X
Total population,Japan,1997,126892.738,X
Total population,Japan,2002,127893.078,X
Total population,Japan,2007,128494.057,X
Total population,Japan,2012,128423.571,X
Total population,Japan,2017,127502.725,X
Total population,Japan,2018,127202.192,X
Rural population,Japan,1997,27573.758,X
Rural population,Japan,2002,23473.865,X
Rural population,Japan,2007,15233.582,X
Rural population,Japan,2012,11368.012,X
Rural population,Japan,2017,10791.174,X
Rural population,Japan,2018,10663.807,X
Urban population,Japan,1997,99328.87,X
Urban population,Japan,2002,104428.752,X
Urban population,Japan,2007,113271.669,X
Urban population,Japan,2012,117058.372,X
Urban population,Japan,2017,116693.276,X
Urban population,Japan,2018,116521.525,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Japan,2002,0.1412,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Japan,2007,0.1382,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Japan,2012,0.1326666667,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Japan,2017,0.1326,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Japan,2018,0.1326,I
Gross Domestic Product (GDP),Japan,1997,4414734211850.0,X
Gross Domestic Product (GDP),Japan,2002,4115115650038.0,X
Gross Domestic Product (GDP),Japan,2007,4515263396033.0,X
Gross Domestic Product (GDP),Japan,2012,6203213121334.0,X
GDP per capita,Japan,1997,34788.359244,X
GDP per capita,Japan,2002,32173.819008,X
GDP per capita,Japan,2007,35136.800721,X
GDP per capita,Japan,2012,48301.703498,X
GDP per capita,Japan,2017,38121.908661,X
GDP per capita,Japan,2018,39087.235938,X
"Agriculture, value added (% GDP)",Japan,1997,1.557319,X
"Agriculture, value added (% GDP)",Japan,2002,1.392111,X
"Agriculture, value added (% GDP)",Japan,2007,1.060904,X
"Agriculture, value added (% GDP)",Japan,2012,1.141796,X
Total area of the country (excl. coastal water),Jordan,1997,8878.0,X
Total area of the country (excl. coastal water),Jordan,2002,8878.0,X
Total area of the country (excl. coastal water),Jordan,2007,8878.0,X
Total area of the country (excl. coastal water),Jordan,2012,8932.0,X
Total area of the country (excl. coastal water),Jordan,2017,8932.0,E
Total area of the country (excl. coastal water),Jordan,2018,8932.0,E
Cultivated area (arable land + permanent crops),Jordan,1997,270.0,X
Cultivated area (arable land + permanent crops),Jordan,2002,283.0,X
Cultivated area (arable land + permanent crops),Jordan,2007,221.3,X
Cultivated area (arable land + permanent crops),Jordan,2012,302.9,X
Cultivated area (arable land + permanent crops),Jordan,2017,265.0,X
Cultivated area (arable land + permanent crops),Jordan,2018,279.8,X
Total population,Jordan,1997,4848.541,X
Total population,Jordan,2002,5317.506,X
Total population,Jordan,2007,6255.28,X
Total population,Jordan,2012,8089.962,X
Total population,Jordan,2017,9785.843,X
Total population,Jordan,2018,9965.318,X
Rural population,Jordan,1997,1051.869,X
Rural population,Jordan,2002,1147.614,X
Rural population,Jordan,2007,1091.804,X
Rural population,Jordan,2012,944.332,X
Rural population,Jordan,2017,897.788,X
Rural population,Jordan,2018,893.429,X
Urban population,Jordan,1997,3780.398,X
Urban population,Jordan,2002,4139.874,X
Urban population,Jordan,2007,5101.387,X
Urban population,Jordan,2012,7048.241,X
Urban population,Jordan,2017,8804.565,X
Urban population,Jordan,2018,9010.373,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jordan,2002,0.6122,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jordan,2007,0.544,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jordan,2012,0.4926666667,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jordan,2017,0.4734,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jordan,2018,0.4734,I
GDP per capita,Jordan,1997,1515.147741,X
GDP per capita,Jordan,2002,1831.211668,X
GDP per capita,Jordan,2007,2791.649653,X
GDP per capita,Jordan,2012,3870.49539,X
GDP per capita,Jordan,2017,4195.802289,X
GDP per capita,Jordan,2018,4264.118559,X
Total area of the country (excl. coastal water),Kazakhstan,1997,272490.0,X
Total area of the country (excl. coastal water),Kazakhstan,2002,272490.0,X
Total area of the country (excl. coastal water),Kazakhstan,2007,272490.0,X
Total area of the country (excl. coastal water),Kazakhstan,2012,272490.0,X
Total area of the country (excl. coastal water),Kazakhstan,2017,272490.2,E
Total area of the country (excl. coastal water),Kazakhstan,2018,272490.2,E
Cultivated area (arable land + permanent crops),Kazakhstan,1997,32691.8,X
Cultivated area (arable land + permanent crops),Kazakhstan,2002,28468.9,X
Cultivated area (arable land + permanent crops),Kazakhstan,2007,28755.6,X
Cultivated area (arable land + permanent crops),Kazakhstan,2012,29459.7,X
Cultivated area (arable land + permanent crops),Kazakhstan,2017,29789.1,X
Cultivated area (arable land + permanent crops),Kazakhstan,2018,29880.4,X
Total population,Kazakhstan,1997,15406.003,X
Total population,Kazakhstan,2002,14976.188,X
Total population,Kazakhstan,2007,15702.104,X
Total population,Kazakhstan,2012,16751.525,X
Total population,Kazakhstan,2017,18080.019,X
Total population,Kazakhstan,2018,18319.618,X
Rural population,Kazakhstan,1997,6861.509,X
Rural population,Kazakhstan,2002,6609.578,X
Rural population,Kazakhstan,2007,6873.733,X
Rural population,Kazakhstan,2012,7280.687,X
Rural population,Kazakhstan,2017,7766.771,X
Rural population,Kazakhstan,2018,7834.88,X
Urban population,Kazakhstan,1997,8720.243,X
Urban population,Kazakhstan,2002,8496.067,X
Urban population,Kazakhstan,2007,8967.622,X
Urban population,Kazakhstan,2012,9640.492,X
Urban population,Kazakhstan,2017,10437.728,X
Urban population,Kazakhstan,2018,10568.98,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kazakhstan,2002,0.3918,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kazakhstan,2007,0.3566,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kazakhstan,2012,0.328,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kazakhstan,2017,0.2672,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kazakhstan,2018,0.2672,I
Gross Domestic Product (GDP),Kazakhstan,1997,22165932063.0,X
Gross Domestic Product (GDP),Kazakhstan,2002,24636596624.0,X
Gross Domestic Product (GDP),Kazakhstan,2007,104849915344.0,X
Gross Domestic Product (GDP),Kazakhstan,2012,207998568866.0,X
Gross Domestic Product (GDP),Kazakhstan,2017,166805788967.0,X
Gross Domestic Product (GDP),Kazakhstan,2018,179339977517.0,X
GDP per capita,Kazakhstan,1997,1422.557108,X
GDP per capita,Kazakhstan,2002,1630.952973,X
GDP per capita,Kazakhstan,2007,6618.74665,X
GDP per capita,Kazakhstan,2012,12292.203094,X
GDP per capita,Kazakhstan,2017,9162.888194,X
GDP per capita,Kazakhstan,2018,9744.693641,X
"Agriculture, value added (% GDP)",Kazakhstan,1997,11.406779,X
"Agriculture, value added (% GDP)",Kazakhstan,2002,7.995891,X
"Agriculture, value added (% GDP)",Kazakhstan,2007,5.660292,X
"Agriculture, value added (% GDP)",Kazakhstan,2012,4.28833,X
"Agriculture, value added (% GDP)",Kazakhstan,2017,4.516985,X
"Agriculture, value added (% GDP)",Kazakhstan,2018,4.395858,X
Total area of the country (excl. coastal water),Kenya,1997,58037.0,X
Total area of the country (excl. coastal water),Kenya,2002,58037.0,X
Total area of the country (excl. coastal water),Kenya,2007,58037.0,X
Total area of the country (excl. coastal water),Kenya,2012,58037.0,X
Total area of the country (excl. coastal water),Kenya,2017,58037.0,E
Total area of the country (excl. coastal water),Kenya,2018,58037.0,E
Cultivated area (arable land + permanent crops),Kenya,1997,5294.0,X
Cultivated area (arable land + permanent crops),Kenya,2002,5518.0,X
Cultivated area (arable land + permanent crops),Kenya,2007,5770.0,X
Cultivated area (arable land + permanent crops),Kenya,2012,6430.0,X
Cultivated area (arable land + permanent crops),Kenya,2017,6330.0,X
Cultivated area (arable land + permanent crops),Kenya,2018,6330.0,X
Total population,Kenya,1997,29415.659,X
Total population,Kenya,2002,33751.739,X
Total population,Kenya,2007,38705.932,X
Total population,Kenya,2012,44343.467,X
Total population,Kenya,2017,50221.142,X
Total population,Kenya,2018,51392.565,X
Rural population,Kenya,1997,23482.301,X
Rural population,Kenya,2002,26374.762,X
Rural population,Kenya,2007,29547.088,X
Rural population,Kenya,2012,33007.2,X
Rural population,Kenya,2017,36498.515,X
Rural population,Kenya,2018,37179.074,X
Urban population,Kenya,1997,5471.813,X
Urban population,Kenya,2002,6839.247,X
Urban population,Kenya,2007,8538.821,X
Urban population,Kenya,2012,10639.429,X
Urban population,Kenya,2017,13201.347,X
Urban population,Kenya,2018,13771.805,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kenya,2002,0.666,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kenya,2007,0.6276,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kenya,2012,0.5673333333,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kenya,2017,0.5522,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kenya,2018,0.5522,I
Gross Domestic Product (GDP),Kenya,1997,14958503707.0,X
Gross Domestic Product (GDP),Kenya,2002,15092273297.0,X
Gross Domestic Product (GDP),Kenya,2007,31959312214.0,X
Gross Domestic Product (GDP),Kenya,2012,50410158302.0,X
GDP per capita,Kenya,1997,516.627921,X
GDP per capita,Kenya,2002,454.39481,X
GDP per capita,Kenya,2007,839.137441,X
GDP per capita,Kenya,2012,1154.961092,X
GDP per capita,Kenya,2017,1584.659911,X
GDP per capita,Kenya,2018,1725.302554,X
"Agriculture, value added (% GDP)",Kenya,1997,24.378375,X
"Agriculture, value added (% GDP)",Kenya,2002,22.281041,X
"Agriculture, value added (% GDP)",Kenya,2007,20.586653,X
"Agriculture, value added (% GDP)",Kenya,2012,26.139893,X
Total area of the country (excl. coastal water),Kiribati,1997,81.0,X
Total area of the country (excl. coastal water),Kiribati,2002,81.0,X
Total area of the country (excl. coastal water),Kiribati,2007,81.0,X
Total area of the country (excl. coastal water),Kiribati,2012,81.0,X
Total area of the country (excl. coastal water),Kiribati,2017,81.0,E
Total area of the country (excl. coastal water),Kiribati,2018,81.0,E
Cultivated area (arable land + permanent crops),Kiribati,1997,37.0,X
Cultivated area (arable land + permanent crops),Kiribati,2002,34.0,X
Cultivated area (arable land + permanent crops),Kiribati,2007,34.0,X
Cultivated area (arable land + permanent crops),Kiribati,2012,34.0,X
Cultivated area (arable land + permanent crops),Kiribati,2017,34.0,X
Cultivated area (arable land + permanent crops),Kiribati,2018,34.0,X
Total population,Kiribati,1997,80.187,X
Total population,Kiribati,2002,87.305,X
Total population,Kiribati,2007,96.527,X
