,Area,Item,Element,Year,Unit,Value
818357,OECD,Waste,Share of CH4 in sector emissions,1992,%,90.5262
818358,OECD,Waste,Share of CH4 in sector emissions,1993,%,90.3116
818359,OECD,Waste,Share of CH4 in sector emissions,1994,%,90.0053
818360,OECD,Waste,Share of CH4 in sector emissions,1995,%,89.6761
818361,OECD,Waste,Share of CH4 in sector emissions,1996,%,89.2952
818362,OECD,Waste,Share of CH4 in sector emissions,1997,%,88.8379
818363,OECD,Waste,Share of CH4 in sector emissions,1998,%,88.2858
818364,OECD,Waste,Share of CH4 in sector emissions,1999,%,87.7924
818365,OECD,Waste,Share of CH4 in sector emissions,2000,%,87.3686
818366,OECD,Waste,Share of CH4 in sector emissions,2001,%,86.9016
818367,OECD,Waste,Share of CH4 in sector emissions,2002,%,86.6398
818368,OECD,Waste,Share of CH4 in sector emissions,2003,%,86.4178
818369,OECD,Waste,Share of CH4 in sector emissions,2004,%,86.0765
818370,OECD,Waste,Share of CH4 in sector emissions,2005,%,85.8882
818371,OECD,Waste,Share of CH4 in sector emissions,2006,%,85.7785
818372,OECD,Waste,Share of CH4 in sector emissions,2007,%,85.5155
818373,OECD,Waste,Share of CH4 in sector emissions,2008,%,85.2489
818374,OECD,Waste,Share of CH4 in sector emissions,2009,%,84.78
818375,OECD,Waste,Share of CH4 in sector emissions,2010,%,84.5496
818376,OECD,Waste,Share of N2O in sector emissions,1990,%,5.2057
818377,OECD,Waste,Share of N2O in sector emissions,1991,%,5.3308
818378,OECD,Waste,Share of N2O in sector emissions,1992,%,5.4657
818379,OECD,Waste,Share of N2O in sector emissions,1993,%,5.5855
818380,OECD,Waste,Share of N2O in sector emissions,1994,%,5.771
818381,OECD,Waste,Share of N2O in sector emissions,1995,%,5.931
818382,OECD,Waste,Share of N2O in sector emissions,1996,%,6.1363
818383,OECD,Waste,Share of N2O in sector emissions,1997,%,6.3636
818384,OECD,Waste,Share of N2O in sector emissions,1998,%,6.691
818385,OECD,Waste,Share of N2O in sector emissions,1999,%,6.9786
818386,OECD,Waste,Share of N2O in sector emissions,2000,%,7.2008
818387,OECD,Waste,Share of N2O in sector emissions,2001,%,7.4513
818388,OECD,Waste,Share of N2O in sector emissions,2002,%,7.5889
818389,OECD,Waste,Share of N2O in sector emissions,2003,%,7.6716
818390,OECD,Waste,Share of N2O in sector emissions,2004,%,7.8426
818391,OECD,Waste,Share of N2O in sector emissions,2005,%,7.9267
818392,OECD,Waste,Share of N2O in sector emissions,2006,%,7.9865
818393,OECD,Waste,Share of N2O in sector emissions,2007,%,8.1218
818394,OECD,Waste,Share of N2O in sector emissions,2008,%,8.2714
818395,OECD,Waste,Share of N2O in sector emissions,2009,%,8.5036
818396,OECD,Waste,Share of N2O in sector emissions,2010,%,8.6231
818397,OECD,Waste,Share of F-gases in sector emissions,1990,Gigagrams,0.0
818398,OECD,Waste,Share of F-gases in sector emissions,1991,Gigagrams,0.0
818399,OECD,Waste,Share of F-gases in sector emissions,1992,Gigagrams,0.0
818400,OECD,Waste,Share of F-gases in sector emissions,1993,Gigagrams,0.0
818401,OECD,Waste,Share of F-gases in sector emissions,1994,Gigagrams,0.0
818402,OECD,Waste,Share of F-gases in sector emissions,1995,Gigagrams,0.0
818403,OECD,Waste,Share of F-gases in sector emissions,1996,Gigagrams,0.0
818404,OECD,Waste,Share of F-gases in sector emissions,1997,Gigagrams,0.0
818405,OECD,Waste,Share of F-gases in sector emissions,1998,Gigagrams,0.0
818406,OECD,Waste,Share of F-gases in sector emissions,1999,Gigagrams,0.0
818407,OECD,Waste,Share of F-gases in sector emissions,2000,Gigagrams,0.0
818408,OECD,Waste,Share of F-gases in sector emissions,2001,Gigagrams,0.0
818409,OECD,Waste,Share of F-gases in sector emissions,2002,Gigagrams,0.0
818410,OECD,Waste,Share of F-gases in sector emissions,2003,Gigagrams,0.0
818411,OECD,Waste,Share of F-gases in sector emissions,2004,Gigagrams,0.0
818412,OECD,Waste,Share of F-gases in sector emissions,2005,Gigagrams,0.0
818413,OECD,Waste,Share of F-gases in sector emissions,2006,Gigagrams,0.0
818414,OECD,Waste,Share of F-gases in sector emissions,2007,Gigagrams,0.0
818415,OECD,Waste,Share of F-gases in sector emissions,2008,Gigagrams,0.0
818416,OECD,Waste,Share of F-gases in sector emissions,2009,Gigagrams,0.0
818417,OECD,Waste,Share of F-gases in sector emissions,2010,Gigagrams,0.0
818418,OECD,Other sources,Emissions (CO2eq),1990,Gigagrams,73071.6411
818419,OECD,Other sources,Emissions (CO2eq),1991,Gigagrams,73054.1068
818420,OECD,Other sources,Emissions (CO2eq),1992,Gigagrams,71887.5803
818421,OECD,Other sources,Emissions (CO2eq),1993,Gigagrams,72271.236
818422,OECD,Other sources,Emissions (CO2eq),1994,Gigagrams,76370.4756
818423,OECD,Other sources,Emissions (CO2eq),1995,Gigagrams,73536.3122
818424,OECD,Other sources,Emissions (CO2eq),1996,Gigagrams,72223.3892
818425,OECD,Other sources,Emissions (CO2eq),1997,Gigagrams,72349.9855
818426,OECD,Other sources,Emissions (CO2eq),1998,Gigagrams,75121.6512
818427,OECD,Other sources,Emissions (CO2eq),1999,Gigagrams,72959.9328
818428,OECD,Other sources,Emissions (CO2eq),2000,Gigagrams,73751.5996
818429,OECD,Other sources,Emissions (CO2eq),2001,Gigagrams,72092.1553
818430,OECD,Other sources,Emissions (CO2eq),2002,Gigagrams,71481.7546
818431,OECD,Other sources,Emissions (CO2eq),2003,Gigagrams,71431.247
818432,OECD,Other sources,Emissions (CO2eq),2004,Gigagrams,68983.5131
818433,OECD,Other sources,Emissions (CO2eq),2005,Gigagrams,67006.5087
818434,OECD,Other sources,Emissions (CO2eq),2006,Gigagrams,64132.7849
818435,OECD,Other sources,Emissions (CO2eq),2007,Gigagrams,66970.9181
818436,OECD,Other sources,Emissions (CO2eq),2008,Gigagrams,60627.03
818437,OECD,Other sources,Emissions (CO2eq),2009,Gigagrams,60323.3868
818438,OECD,Other sources,Emissions (CO2eq),2010,Gigagrams,58715.775
818439,OECD,Other sources,Emissions (CO2eq) from CO2,1990,Gigagrams,4919.0
818440,OECD,Other sources,Emissions (CO2eq) from CO2,1991,Gigagrams,4919.0
818441,OECD,Other sources,Emissions (CO2eq) from CO2,1992,Gigagrams,4919.0
818442,OECD,Other sources,Emissions (CO2eq) from CO2,1993,Gigagrams,4919.0
818443,OECD,Other sources,Emissions (CO2eq) from CO2,1994,Gigagrams,4919.0
818444,OECD,Other sources,Emissions (CO2eq) from CO2,1995,Gigagrams,4919.0
818445,OECD,Other sources,Emissions (CO2eq) from CO2,1996,Gigagrams,4919.0
818446,OECD,Other sources,Emissions (CO2eq) from CO2,1997,Gigagrams,4919.0
818447,OECD,Other sources,Emissions (CO2eq) from CO2,1998,Gigagrams,4919.0
818448,OECD,Other sources,Emissions (CO2eq) from CO2,1999,Gigagrams,4919.0
818449,OECD,Other sources,Emissions (CO2eq) from CO2,2000,Gigagrams,4919.0
818450,OECD,Other sources,Emissions (CO2eq) from CO2,2001,Gigagrams,4919.0
818451,OECD,Other sources,Emissions (CO2eq) from CO2,2002,Gigagrams,4919.0
818452,OECD,Other sources,Emissions (CO2eq) from CO2,2003,Gigagrams,4919.0
818453,OECD,Other sources,Emissions (CO2eq) from CO2,2004,Gigagrams,4919.0
818454,OECD,Other sources,Emissions (CO2eq) from CO2,2005,Gigagrams,4919.0
818455,OECD,Other sources,Emissions (CO2eq) from CO2,2006,Gigagrams,4919.0
818456,OECD,Other sources,Emissions (CO2eq) from CO2,2007,Gigagrams,4919.0
818457,OECD,Other sources,Emissions (CO2eq) from CO2,2008,Gigagrams,4919.0
818458,OECD,Other sources,Emissions (CO2eq) from CO2,2009,Gigagrams,4919.0
818459,OECD,Other sources,Emissions (CO2eq) from CO2,2010,Gigagrams,4919.0
818460,OECD,Other sources,Emissions (CO2eq) from CH4,1990,Gigagrams,327.6
818461,OECD,Other sources,Emissions (CO2eq) from CH4,1991,Gigagrams,327.6
818462,OECD,Other sources,Emissions (CO2eq) from CH4,1992,Gigagrams,327.6
818463,OECD,Other sources,Emissions (CO2eq) from CH4,1993,Gigagrams,327.6
818464,OECD,Other sources,Emissions (CO2eq) from CH4,1994,Gigagrams,327.6
818465,OECD,Other sources,Emissions (CO2eq) from CH4,1995,Gigagrams,327.6
818466,OECD,Other sources,Emissions (CO2eq) from CH4,1996,Gigagrams,327.6
818467,OECD,Other sources,Emissions (CO2eq) from CH4,1997,Gigagrams,327.6
818468,OECD,Other sources,Emissions (CO2eq) from CH4,1998,Gigagrams,327.6
818469,OECD,Other sources,Emissions (CO2eq) from CH4,1999,Gigagrams,327.6
818470,OECD,Other sources,Emissions (CO2eq) from CH4,2000,Gigagrams,327.6
818471,OECD,Other sources,Emissions (CO2eq) from CH4,2001,Gigagrams,327.6
818472,OECD,Other sources,Emissions (CO2eq) from CH4,2002,Gigagrams,327.6
818473,OECD,Other sources,Emissions (CO2eq) from CH4,2003,Gigagrams,327.6
818474,OECD,Other sources,Emissions (CO2eq) from CH4,2004,Gigagrams,327.6
818475,OECD,Other sources,Emissions (CO2eq) from CH4,2005,Gigagrams,327.6
818476,OECD,Other sources,Emissions (CO2eq) from CH4,2006,Gigagrams,327.6
818477,OECD,Other sources,Emissions (CO2eq) from CH4,2007,Gigagrams,327.6
818478,OECD,Other sources,Emissions (CO2eq) from CH4,2008,Gigagrams,327.6
818479,OECD,Other sources,Emissions (CO2eq) from CH4,2009,Gigagrams,327.6
818480,OECD,Other sources,Emissions (CO2eq) from CH4,2010,Gigagrams,327.6
818481,OECD,Other sources,Emissions (CO2eq) from N2O,1990,Gigagrams,67825.0411
818482,OECD,Other sources,Emissions (CO2eq) from N2O,1991,Gigagrams,67807.5068
818483,OECD,Other sources,Emissions (CO2eq) from N2O,1992,Gigagrams,66640.9803
818484,OECD,Other sources,Emissions (CO2eq) from N2O,1993,Gigagrams,67024.636
818485,OECD,Other sources,Emissions (CO2eq) from N2O,1994,Gigagrams,71123.8756
818486,OECD,Other sources,Emissions (CO2eq) from N2O,1995,Gigagrams,68289.7122
818487,OECD,Other sources,Emissions (CO2eq) from N2O,1996,Gigagrams,66976.7892
818488,OECD,Other sources,Emissions (CO2eq) from N2O,1997,Gigagrams,67103.3855
818489,OECD,Other sources,Emissions (CO2eq) from N2O,1998,Gigagrams,69875.0512
818490,OECD,Other sources,Emissions (CO2eq) from N2O,1999,Gigagrams,67713.3328
818491,OECD,Other sources,Emissions (CO2eq) from N2O,2000,Gigagrams,68504.9996
818492,OECD,Other sources,Emissions (CO2eq) from N2O,2001,Gigagrams,66845.5553
818493,OECD,Other sources,Emissions (CO2eq) from N2O,2002,Gigagrams,66235.1546
818494,OECD,Other sources,Emissions (CO2eq) from N2O,2003,Gigagrams,66184.647
818495,OECD,Other sources,Emissions (CO2eq) from N2O,2004,Gigagrams,63736.9131
818496,OECD,Other sources,Emissions (CO2eq) from N2O,2005,Gigagrams,61759.9087
818497,OECD,Other sources,Emissions (CO2eq) from N2O,2006,Gigagrams,58886.1849
818498,OECD,Other sources,Emissions (CO2eq) from N2O,2007,Gigagrams,61724.3181
818499,OECD,Other sources,Emissions (CO2eq) from N2O,2008,Gigagrams,55380.43
818500,OECD,Other sources,Emissions (CO2eq) from N2O,2009,Gigagrams,55076.7868
818501,OECD,Other sources,Emissions (CO2eq) from N2O,2010,Gigagrams,53469.175
818502,OECD,Other sources,Emissions (CO2eq) from F-gases,1990,Gigagrams,0.0
818503,OECD,Other sources,Emissions (CO2eq) from F-gases,1991,Gigagrams,0.0
818504,OECD,Other sources,Emissions (CO2eq) from F-gases,1992,Gigagrams,0.0
818505,OECD,Other sources,Emissions (CO2eq) from F-gases,1993,Gigagrams,0.0
818506,OECD,Other sources,Emissions (CO2eq) from F-gases,1994,Gigagrams,0.0
818507,OECD,Other sources,Emissions (CO2eq) from F-gases,1995,Gigagrams,0.0
818508,OECD,Other sources,Emissions (CO2eq) from F-gases,1996,Gigagrams,0.0
818509,OECD,Other sources,Emissions (CO2eq) from F-gases,1997,Gigagrams,0.0
818510,OECD,Other sources,Emissions (CO2eq) from F-gases,1998,Gigagrams,0.0
818511,OECD,Other sources,Emissions (CO2eq) from F-gases,1999,Gigagrams,0.0
818512,OECD,Other sources,Emissions (CO2eq) from F-gases,2000,Gigagrams,0.0
818513,OECD,Other sources,Emissions (CO2eq) from F-gases,2001,Gigagrams,0.0
818514,OECD,Other sources,Emissions (CO2eq) from F-gases,2002,Gigagrams,0.0
818515,OECD,Other sources,Emissions (CO2eq) from F-gases,2003,Gigagrams,0.0
818516,OECD,Other sources,Emissions (CO2eq) from F-gases,2004,Gigagrams,0.0
818517,OECD,Other sources,Emissions (CO2eq) from F-gases,2005,Gigagrams,0.0
818518,OECD,Other sources,Emissions (CO2eq) from F-gases,2006,Gigagrams,0.0
818519,OECD,Other sources,Emissions (CO2eq) from F-gases,2007,Gigagrams,0.0
818520,OECD,Other sources,Emissions (CO2eq) from F-gases,2008,Gigagrams,0.0
818521,OECD,Other sources,Emissions (CO2eq) from F-gases,2009,Gigagrams,0.0
818522,OECD,Other sources,Emissions (CO2eq) from F-gases,2010,Gigagrams,0.0
818523,OECD,Other sources,Share of sector in total emissions,1990,%,0.4925
818524,OECD,Other sources,Share of sector in total emissions,1991,%,0.492
818525,OECD,Other sources,Share of sector in total emissions,1992,%,0.4812
818526,OECD,Other sources,Share of sector in total emissions,1993,%,0.4739
818527,OECD,Other sources,Share of sector in total emissions,1994,%,0.4935
818528,OECD,Other sources,Share of sector in total emissions,1995,%,0.4701
818529,OECD,Other sources,Share of sector in total emissions,1996,%,0.4515
818530,OECD,Other sources,Share of sector in total emissions,1997,%,0.4489
818531,OECD,Other sources,Share of sector in total emissions,1998,%,0.4617
818532,OECD,Other sources,Share of sector in total emissions,1999,%,0.4474
818533,OECD,Other sources,Share of sector in total emissions,2000,%,0.4462
818534,OECD,Other sources,Share of sector in total emissions,2001,%,0.4373
818535,OECD,Other sources,Share of sector in total emissions,2002,%,0.4276
818536,OECD,Other sources,Share of sector in total emissions,2003,%,0.422
818537,OECD,Other sources,Share of sector in total emissions,2004,%,0.4035
818538,OECD,Other sources,Share of sector in total emissions,2005,%,0.3923
818539,OECD,Other sources,Share of sector in total emissions,2006,%,0.3733
818540,OECD,Other sources,Share of sector in total emissions,2007,%,0.384
818541,OECD,Other sources,Share of sector in total emissions,2008,%,0.3567
818542,OECD,Other sources,Share of sector in total emissions,2009,%,0.3717
818543,OECD,Other sources,Share of sector in total emissions,2010,%,0.3503
818544,OECD,Other sources,Share of sector in total CO2 emissions,1990,%,0.0412
818545,OECD,Other sources,Share of sector in total CO2 emissions,1991,%,0.0411
818546,OECD,Other sources,Share of sector in total CO2 emissions,1992,%,0.0407
818547,OECD,Other sources,Share of sector in total CO2 emissions,1993,%,0.0397
818548,OECD,Other sources,Share of sector in total CO2 emissions,1994,%,0.0391
818549,OECD,Other sources,Share of sector in total CO2 emissions,1995,%,0.0387
818550,OECD,Other sources,Share of sector in total CO2 emissions,1996,%,0.0377
818551,OECD,Other sources,Share of sector in total CO2 emissions,1997,%,0.0373
818552,OECD,Other sources,Share of sector in total CO2 emissions,1998,%,0.0369
818553,OECD,Other sources,Share of sector in total CO2 emissions,1999,%,0.0367
818554,OECD,Other sources,Share of sector in total CO2 emissions,2000,%,0.036
818555,OECD,Other sources,Share of sector in total CO2 emissions,2001,%,0.0361
818556,OECD,Other sources,Share of sector in total CO2 emissions,2002,%,0.0356
818557,OECD,Other sources,Share of sector in total CO2 emissions,2003,%,0.035
818558,OECD,Other sources,Share of sector in total CO2 emissions,2004,%,0.0346
818559,OECD,Other sources,Share of sector in total CO2 emissions,2005,%,0.0346
818560,OECD,Other sources,Share of sector in total CO2 emissions,2006,%,0.0345
818561,OECD,Other sources,Share of sector in total CO2 emissions,2007,%,0.034
818562,OECD,Other sources,Share of sector in total CO2 emissions,2008,%,0.0349
818563,OECD,Other sources,Share of sector in total CO2 emissions,2009,%,0.037
818564,OECD,Other sources,Share of sector in total CO2 emissions,2010,%,0.0358
818565,OECD,Other sources,Share of sector in total CH4 emissions,1990,%,0.0188
818566,OECD,Other sources,Share of sector in total CH4 emissions,1991,%,0.0192
818567,OECD,Other sources,Share of sector in total CH4 emissions,1992,%,0.0193
818568,OECD,Other sources,Share of sector in total CH4 emissions,1993,%,0.0194
818569,OECD,Other sources,Share of sector in total CH4 emissions,1994,%,0.0195
818570,OECD,Other sources,Share of sector in total CH4 emissions,1995,%,0.0195
818571,OECD,Other sources,Share of sector in total CH4 emissions,1996,%,0.0196
818572,OECD,Other sources,Share of sector in total CH4 emissions,1997,%,0.0198
818573,OECD,Other sources,Share of sector in total CH4 emissions,1998,%,0.0198
818574,OECD,Other sources,Share of sector in total CH4 emissions,1999,%,0.0202
818575,OECD,Other sources,Share of sector in total CH4 emissions,2000,%,0.0204
818576,OECD,Other sources,Share of sector in total CH4 emissions,2001,%,0.0205
818577,OECD,Other sources,Share of sector in total CH4 emissions,2002,%,0.0204
818578,OECD,Other sources,Share of sector in total CH4 emissions,2003,%,0.0208
818579,OECD,Other sources,Share of sector in total CH4 emissions,2004,%,0.0209
818580,OECD,Other sources,Share of sector in total CH4 emissions,2005,%,0.0213
818581,OECD,Other sources,Share of sector in total CH4 emissions,2006,%,0.0211
818582,OECD,Other sources,Share of sector in total CH4 emissions,2007,%,0.021
818583,OECD,Other sources,Share of sector in total CH4 emissions,2008,%,0.0214
818584,OECD,Other sources,Share of sector in total CH4 emissions,2009,%,0.0218
818585,OECD,Other sources,Share of sector in total CH4 emissions,2010,%,0.0217
818586,OECD,Other sources,Share of sector in total N2O emissions,1990,%,7.0677
818587,OECD,Other sources,Share of sector in total N2O emissions,1991,%,7.1126
818588,OECD,Other sources,Share of sector in total N2O emissions,1992,%,6.9829
818589,OECD,Other sources,Share of sector in total N2O emissions,1993,%,6.9362
818590,OECD,Other sources,Share of sector in total N2O emissions,1994,%,7.198
818591,OECD,Other sources,Share of sector in total N2O emissions,1995,%,6.8663
818592,OECD,Other sources,Share of sector in total N2O emissions,1996,%,6.6456
818593,OECD,Other sources,Share of sector in total N2O emissions,1997,%,6.6783
818594,OECD,Other sources,Share of sector in total N2O emissions,1998,%,7.064
818595,OECD,Other sources,Share of sector in total N2O emissions,1999,%,6.9972
818596,OECD,Other sources,Share of sector in total N2O emissions,2000,%,6.9685
818597,OECD,Other sources,Share of sector in total N2O emissions,2001,%,6.9408
818598,OECD,Other sources,Share of sector in total N2O emissions,2002,%,6.945
818599,OECD,Other sources,Share of sector in total N2O emissions,2003,%,7.1223
818600,OECD,Other sources,Share of sector in total N2O emissions,2004,%,6.7864
818601,OECD,Other sources,Share of sector in total N2O emissions,2005,%,6.7818
818602,OECD,Other sources,Share of sector in total N2O emissions,2006,%,6.4419
818603,OECD,Other sources,Share of sector in total N2O emissions,2007,%,6.7058
818604,OECD,Other sources,Share of sector in total N2O emissions,2008,%,6.3623
818605,OECD,Other sources,Share of sector in total N2O emissions,2009,%,6.4852
818606,OECD,Other sources,Share of sector in total N2O emissions,2010,%,6.3631
818607,OECD,Other sources,Share of sector in total F-gases emissions,1990,Gigagrams,0.0
818608,OECD,Other sources,Share of sector in total F-gases emissions,1991,Gigagrams,0.0
818609,OECD,Other sources,Share of sector in total F-gases emissions,1992,Gigagrams,0.0
818610,OECD,Other sources,Share of sector in total F-gases emissions,1993,Gigagrams,0.0
818611,OECD,Other sources,Share of sector in total F-gases emissions,1994,Gigagrams,0.0
818612,OECD,Other sources,Share of sector in total F-gases emissions,1995,Gigagrams,0.0
818613,OECD,Other sources,Share of sector in total F-gases emissions,1996,Gigagrams,0.0
818614,OECD,Other sources,Share of sector in total F-gases emissions,1997,Gigagrams,0.0
818615,OECD,Other sources,Share of sector in total F-gases emissions,1998,Gigagrams,0.0
818616,OECD,Other sources,Share of sector in total F-gases emissions,1999,Gigagrams,0.0
818617,OECD,Other sources,Share of sector in total F-gases emissions,2000,Gigagrams,0.0
818618,OECD,Other sources,Share of sector in total F-gases emissions,2001,Gigagrams,0.0
818619,OECD,Other sources,Share of sector in total F-gases emissions,2002,Gigagrams,0.0
818620,OECD,Other sources,Share of sector in total F-gases emissions,2003,Gigagrams,0.0
818621,OECD,Other sources,Share of sector in total F-gases emissions,2004,Gigagrams,0.0
818622,OECD,Other sources,Share of sector in total F-gases emissions,2005,Gigagrams,0.0
818623,OECD,Other sources,Share of sector in total F-gases emissions,2006,Gigagrams,0.0
818624,OECD,Other sources,Share of sector in total F-gases emissions,2007,Gigagrams,0.0
818625,OECD,Other sources,Share of sector in total F-gases emissions,2008,Gigagrams,0.0
818626,OECD,Other sources,Share of sector in total F-gases emissions,2009,Gigagrams,0.0
818627,OECD,Other sources,Share of sector in total F-gases emissions,2010,Gigagrams,0.0
818628,OECD,Other sources,Share of CO2 in sector emissions,1990,%,6.7317
818629,OECD,Other sources,Share of CO2 in sector emissions,1991,%,6.7334
818630,OECD,Other sources,Share of CO2 in sector emissions,1992,%,6.8426
818631,OECD,Other sources,Share of CO2 in sector emissions,1993,%,6.8063
818632,OECD,Other sources,Share of CO2 in sector emissions,1994,%,6.441
818633,OECD,Other sources,Share of CO2 in sector emissions,1995,%,6.6892
818634,OECD,Other sources,Share of CO2 in sector emissions,1996,%,6.8108
818635,OECD,Other sources,Share of CO2 in sector emissions,1997,%,6.7989
818636,OECD,Other sources,Share of CO2 in sector emissions,1998,%,6.548
818637,OECD,Other sources,Share of CO2 in sector emissions,1999,%,6.7421
818638,OECD,Other sources,Share of CO2 in sector emissions,2000,%,6.6697
818639,OECD,Other sources,Share of CO2 in sector emissions,2001,%,6.8232
818640,OECD,Other sources,Share of CO2 in sector emissions,2002,%,6.8815
818641,OECD,Other sources,Share of CO2 in sector emissions,2003,%,6.8863
818642,OECD,Other sources,Share of CO2 in sector emissions,2004,%,7.1307
818643,OECD,Other sources,Share of CO2 in sector emissions,2005,%,7.3411
818644,OECD,Other sources,Share of CO2 in sector emissions,2006,%,7.67
818645,OECD,Other sources,Share of CO2 in sector emissions,2007,%,7.345
818646,OECD,Other sources,Share of CO2 in sector emissions,2008,%,8.1135
818647,OECD,Other sources,Share of CO2 in sector emissions,2009,%,8.1544
818648,OECD,Other sources,Share of CO2 in sector emissions,2010,%,8.3776
818649,OECD,Other sources,Share of CH4 in sector emissions,1990,%,0.4483
818650,OECD,Other sources,Share of CH4 in sector emissions,1991,%,0.4484
818651,OECD,Other sources,Share of CH4 in sector emissions,1992,%,0.4557
818652,OECD,Other sources,Share of CH4 in sector emissions,1993,%,0.4533
818653,OECD,Other sources,Share of CH4 in sector emissions,1994,%,0.429
818654,OECD,Other sources,Share of CH4 in sector emissions,1995,%,0.4455
818655,OECD,Other sources,Share of CH4 in sector emissions,1996,%,0.4536
818656,OECD,Other sources,Share of CH4 in sector emissions,1997,%,0.4528
818657,OECD,Other sources,Share of CH4 in sector emissions,1998,%,0.4361
818658,OECD,Other sources,Share of CH4 in sector emissions,1999,%,0.449
818659,OECD,Other sources,Share of CH4 in sector emissions,2000,%,0.4442
818660,OECD,Other sources,Share of CH4 in sector emissions,2001,%,0.4544
818661,OECD,Other sources,Share of CH4 in sector emissions,2002,%,0.4583
818662,OECD,Other sources,Share of CH4 in sector emissions,2003,%,0.4586
818663,OECD,Other sources,Share of CH4 in sector emissions,2004,%,0.4749
818664,OECD,Other sources,Share of CH4 in sector emissions,2005,%,0.4889
818665,OECD,Other sources,Share of CH4 in sector emissions,2006,%,0.5108
818666,OECD,Other sources,Share of CH4 in sector emissions,2007,%,0.4892
818667,OECD,Other sources,Share of CH4 in sector emissions,2008,%,0.5404
818668,OECD,Other sources,Share of CH4 in sector emissions,2009,%,0.5431
818669,OECD,Other sources,Share of CH4 in sector emissions,2010,%,0.5579
818670,OECD,Other sources,Share of N2O in sector emissions,1990,%,92.8199
818671,OECD,Other sources,Share of N2O in sector emissions,1991,%,92.8182
818672,OECD,Other sources,Share of N2O in sector emissions,1992,%,92.7017
818673,OECD,Other sources,Share of N2O in sector emissions,1993,%,92.7404
818674,OECD,Other sources,Share of N2O in sector emissions,1994,%,93.1301
818675,OECD,Other sources,Share of N2O in sector emissions,1995,%,92.8653
818676,OECD,Other sources,Share of N2O in sector emissions,1996,%,92.7356
818677,OECD,Other sources,Share of N2O in sector emissions,1997,%,92.7483
818678,OECD,Other sources,Share of N2O in sector emissions,1998,%,93.0159
818679,OECD,Other sources,Share of N2O in sector emissions,1999,%,92.8089
818680,OECD,Other sources,Share of N2O in sector emissions,2000,%,92.8861
818681,OECD,Other sources,Share of N2O in sector emissions,2001,%,92.7224
818682,OECD,Other sources,Share of N2O in sector emissions,2002,%,92.6602
818683,OECD,Other sources,Share of N2O in sector emissions,2003,%,92.655
818684,OECD,Other sources,Share of N2O in sector emissions,2004,%,92.3944
818685,OECD,Other sources,Share of N2O in sector emissions,2005,%,92.17
818686,OECD,Other sources,Share of N2O in sector emissions,2006,%,91.8192
818687,OECD,Other sources,Share of N2O in sector emissions,2007,%,92.1659
818688,OECD,Other sources,Share of N2O in sector emissions,2008,%,91.3461
818689,OECD,Other sources,Share of N2O in sector emissions,2009,%,91.3025
818690,OECD,Other sources,Share of N2O in sector emissions,2010,%,91.0644
818691,OECD,Other sources,Share of F-gases in sector emissions,1990,Gigagrams,0.0
818692,OECD,Other sources,Share of F-gases in sector emissions,1991,Gigagrams,0.0
818693,OECD,Other sources,Share of F-gases in sector emissions,1992,Gigagrams,0.0
818694,OECD,Other sources,Share of F-gases in sector emissions,1993,Gigagrams,0.0
818695,OECD,Other sources,Share of F-gases in sector emissions,1994,Gigagrams,0.0
818696,OECD,Other sources,Share of F-gases in sector emissions,1995,Gigagrams,0.0
818697,OECD,Other sources,Share of F-gases in sector emissions,1996,Gigagrams,0.0
818698,OECD,Other sources,Share of F-gases in sector emissions,1997,Gigagrams,0.0
818699,OECD,Other sources,Share of F-gases in sector emissions,1998,Gigagrams,0.0
818700,OECD,Other sources,Share of F-gases in sector emissions,1999,Gigagrams,0.0
818701,OECD,Other sources,Share of F-gases in sector emissions,2000,Gigagrams,0.0
818702,OECD,Other sources,Share of F-gases in sector emissions,2001,Gigagrams,0.0
818703,OECD,Other sources,Share of F-gases in sector emissions,2002,Gigagrams,0.0
818704,OECD,Other sources,Share of F-gases in sector emissions,2003,Gigagrams,0.0
818705,OECD,Other sources,Share of F-gases in sector emissions,2004,Gigagrams,0.0
818706,OECD,Other sources,Share of F-gases in sector emissions,2005,Gigagrams,0.0
818707,OECD,Other sources,Share of F-gases in sector emissions,2006,Gigagrams,0.0
818708,OECD,Other sources,Share of F-gases in sector emissions,2007,Gigagrams,0.0
818709,OECD,Other sources,Share of F-gases in sector emissions,2008,Gigagrams,0.0
818710,OECD,Other sources,Share of F-gases in sector emissions,2009,Gigagrams,0.0
818711,OECD,Other sources,Share of F-gases in sector emissions,2010,Gigagrams,0.0
818712,OECD,Agriculture total,Emissions (CO2eq),1990,Gigagrams,1216867.3465
818713,OECD,Agriculture total,Emissions (CO2eq),1991,Gigagrams,1198067.2442
818714,OECD,Agriculture total,Emissions (CO2eq),1992,Gigagrams,1190887.474
818715,OECD,Agriculture total,Emissions (CO2eq),1993,Gigagrams,1200829.1064
818716,OECD,Agriculture total,Emissions (CO2eq),1994,Gigagrams,1205804.3492
818717,OECD,Agriculture total,Emissions (CO2eq),1995,Gigagrams,1203418.0646
818718,OECD,Agriculture total,Emissions (CO2eq),1996,Gigagrams,1204210.2569
818719,OECD,Agriculture total,Emissions (CO2eq),1997,Gigagrams,1198248.121
818720,OECD,Agriculture total,Emissions (CO2eq),1998,Gigagrams,1202461.5988
818721,OECD,Agriculture total,Emissions (CO2eq),1999,Gigagrams,1225176.9888
